101.229.227.246:7777,#genre#
1005,http://111.160.17.2:59902/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0$111.160.17.2:59902
1007,http://111.160.17.2:59902/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0$111.160.17.2:59902

113.57.93.165:9900,#genre#
1,http://113.57.93.165:9900/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$113.57.93.165:9900
2,http://113.57.93.165:9900/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$113.57.93.165:9900
3,http://113.57.93.165:9900/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$113.57.93.165:9900
4,http://113.57.93.165:9900/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$113.57.93.165:9900
5,http://113.57.93.165:9900/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$113.57.93.165:9900
6,http://113.57.93.165:9900/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$113.57.93.165:9900
8,http://113.57.93.165:9900/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$113.57.93.165:9900
12,http://113.57.93.165:9900/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$113.57.93.165:9900
13,http://113.57.93.165:9900/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$113.57.93.165:9900
15,http://113.57.93.165:9900/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$113.57.93.165:9900
107,http://113.57.93.165:9900/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0$113.57.93.165:9900
121,http://113.57.93.165:9900/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0$113.57.93.165:9900
124,http://113.57.93.165:9900/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$113.57.93.165:9900
125,http://113.57.93.165:9900/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$113.57.93.165:9900
127,http://113.57.93.165:9900/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0$113.57.93.165:9900
128,http://113.57.93.165:9900/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$113.57.93.165:9900
130,http://113.57.93.165:9900/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0$113.57.93.165:9900
132,http://113.57.93.165:9900/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0$113.57.93.165:9900
138,http://113.57.93.165:9900/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0$113.57.93.165:9900
1000,http://113.57.93.165:9900/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$113.57.93.165:9900
1003,http://113.57.93.165:9900/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0$113.57.93.165:9900
1004,http://113.57.93.165:9900/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$113.57.93.165:9900
1005,http://113.57.93.165:9900/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0$113.57.93.165:9900
1007,http://113.57.93.165:9900/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0$113.57.93.165:9900
1017,http://113.57.93.165:9900/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0$113.57.93.165:9900

119.163.199.98:9901,#genre#
1,http://119.163.199.98:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$119.163.199.98:9901
2,http://119.163.199.98:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$119.163.199.98:9901
3,http://119.163.199.98:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$119.163.199.98:9901
4,http://119.163.199.98:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$119.163.199.98:9901
5,http://119.163.199.98:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$119.163.199.98:9901
6,http://119.163.199.98:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$119.163.199.98:9901
7,http://119.163.199.98:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$119.163.199.98:9901
8,http://119.163.199.98:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$119.163.199.98:9901
9,http://119.163.199.98:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$119.163.199.98:9901
10,http://119.163.199.98:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$119.163.199.98:9901
12,http://119.163.199.98:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$119.163.199.98:9901
13,http://119.163.199.98:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$119.163.199.98:9901
14,http://119.163.199.98:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$119.163.199.98:9901
16,http://119.163.199.98:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$119.163.199.98:9901
107,http://119.163.199.98:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0$119.163.199.98:9901
113,http://119.163.199.98:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0$119.163.199.98:9901
117,http://119.163.199.98:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0$119.163.199.98:9901
119,http://119.163.199.98:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0$119.163.199.98:9901
120,http://119.163.199.98:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0$119.163.199.98:9901
121,http://119.163.199.98:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0$119.163.199.98:9901
122,http://119.163.199.98:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0$119.163.199.98:9901
123,http://119.163.199.98:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0$119.163.199.98:9901
126,http://119.163.199.98:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$119.163.199.98:9901
130,http://119.163.199.98:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0$119.163.199.98:9901
132,http://119.163.199.98:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0$119.163.199.98:9901
135,http://119.163.199.98:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0$119.163.199.98:9901
137,http://119.163.199.98:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0$119.163.199.98:9901
138,http://119.163.199.98:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0$119.163.199.98:9901
139,http://119.163.199.98:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0$119.163.199.98:9901
140,http://119.163.199.98:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0$119.163.199.98:9901
142,http://119.163.199.98:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0$119.163.199.98:9901
143,http://119.163.199.98:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0$119.163.199.98:9901
1003,http://119.163.199.98:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0$119.163.199.98:9901

123.189.36.186:9901,#genre#
1002,http://123.189.36.186:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1004,http://123.189.36.186:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1005,http://123.189.36.186:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1007,http://123.189.36.186:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1010,http://123.189.36.186:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1012,http://123.189.36.186:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1014,http://123.189.36.186:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1015,http://123.189.36.186:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1018,http://123.189.36.186:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1019,http://123.189.36.186:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1020,http://123.189.36.186:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1021,http://123.189.36.186:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1022,http://123.189.36.186:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1023,http://123.189.36.186:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1024,http://123.189.36.186:9901/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1025,http://123.189.36.186:9901/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1027,http://123.189.36.186:9901/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1042,http://123.189.36.186:9901/tsfile/live/1042_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1044,http://123.189.36.186:9901/tsfile/live/1044_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1046,http://123.189.36.186:9901/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1048,http://123.189.36.186:9901/tsfile/live/1048_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1049,http://123.189.36.186:9901/tsfile/live/1049_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1050,http://123.189.36.186:9901/tsfile/live/1050_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1054,http://123.189.36.186:9901/tsfile/live/1054_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1055,http://123.189.36.186:9901/tsfile/live/1055_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1056,http://123.189.36.186:9901/tsfile/live/1056_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1057,http://123.189.36.186:9901/tsfile/live/1057_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1058,http://123.189.36.186:9901/tsfile/live/1058_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1059,http://123.189.36.186:9901/tsfile/live/1059_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1060,http://123.189.36.186:9901/tsfile/live/1060_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1061,http://123.189.36.186:9901/tsfile/live/1061_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1062,http://123.189.36.186:9901/tsfile/live/1062_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1063,http://123.189.36.186:9901/tsfile/live/1063_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1064,http://123.189.36.186:9901/tsfile/live/1064_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1066,http://123.189.36.186:9901/tsfile/live/1066_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1067,http://123.189.36.186:9901/tsfile/live/1067_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1082,http://123.189.36.186:9901/tsfile/live/1082_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1086,http://123.189.36.186:9901/tsfile/live/1086_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1087,http://123.189.36.186:9901/tsfile/live/1087_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1088,http://123.189.36.186:9901/tsfile/live/1088_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1089,http://123.189.36.186:9901/tsfile/live/1089_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1090,http://123.189.36.186:9901/tsfile/live/1090_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1091,http://123.189.36.186:9901/tsfile/live/1091_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1101,http://123.189.36.186:9901/tsfile/live/1101_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1104,http://123.189.36.186:9901/tsfile/live/1104_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1105,http://123.189.36.186:9901/tsfile/live/1105_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1122,http://123.189.36.186:9901/tsfile/live/1122_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1127,http://123.189.36.186:9901/tsfile/live/1127_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1128,http://123.189.36.186:9901/tsfile/live/1128_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1129,http://123.189.36.186:9901/tsfile/live/1129_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1130,http://123.189.36.186:9901/tsfile/live/1130_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1132,http://123.189.36.186:9901/tsfile/live/1132_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1133,http://123.189.36.186:9901/tsfile/live/1133_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1134,http://123.189.36.186:9901/tsfile/live/1134_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1140,http://123.189.36.186:9901/tsfile/live/1140_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1143,http://123.189.36.186:9901/tsfile/live/1143_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1144,http://123.189.36.186:9901/tsfile/live/1144_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1145,http://123.189.36.186:9901/tsfile/live/1145_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1146,http://123.189.36.186:9901/tsfile/live/1146_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1147,http://123.189.36.186:9901/tsfile/live/1147_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1151,http://123.189.36.186:9901/tsfile/live/1151_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1152,http://123.189.36.186:9901/tsfile/live/1152_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1156,http://123.189.36.186:9901/tsfile/live/1156_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1157,http://123.189.36.186:9901/tsfile/live/1157_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1158,http://123.189.36.186:9901/tsfile/live/1158_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1159,http://123.189.36.186:9901/tsfile/live/1159_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1160,http://123.189.36.186:9901/tsfile/live/1160_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
1161,http://123.189.36.186:9901/tsfile/live/1161_1.m3u8?key=txiptv&playlive=1&authid=0$123.189.36.186:9901
