// 更新于：2024-09-09 22:14:20
央视频道,#genre#
CCTV-5 体育,http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010063/$晨瑞_公众号【晨瑞黑科】直播源
CCTV-5+ 体育赛事,http://222.134.245.16:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$摸鱼儿_SAO0
CCTV-5+ 体育赛事,http://120.76.248.139/live/bfgd/4200000246.m3u8$晨瑞_公众号【晨瑞黑科】直播源
CCTV-5+ 体育赛事,http://222.71.95.178:9901/tsfile/live/0001_28.m3u8?key=txiptv&playlive=1&authid=0$摸鱼儿_SAO0
CCTV-5+ 体育赛事,http://58.51.111.46:1111/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0$晨瑞_公众号【晨瑞黑科】直播源
CCTV-5+ 体育赛事,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010202/1.m3u8?$饭太硬_TV
CCTV-5+ 体育赛事,https://epg.pw/stream/602038ea2476412b588d91c07f08f0d9ce0c843c0f6fdee9ae3bbc27167333b7.m3u8$晨瑞_公众号【晨瑞黑科】直播源
CCTV-5+ 体育赛事,http://59.44.102.18:8888/newlive/live/hls/7/live.m3u8$饭太硬_TV
CCTV-5+ 体育赛事,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010202/index.m3u8$饭太硬_TV
CCTV-5+ 体育赛事,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010202/1.m3u8$饭太硬_TV
CCTV-5+ 体育赛事,http://110.53.52.63:8888/newlive/live/hls/7/live.m3u8$饭太硬_TV
CCTV-6 电影,http://mobilelive-ds.ysp.cctv.cn/ysp/2013693901.m3u8?key=txiptv&playlive=1&authid=0$饭太硬_TV
CCTV-6 电影,http://mobilelive-ds.ysp.cctv.cn/ysp/2013693901.m3u8$饭太硬_TV
CCTV-6 电影,http://222.134.245.16:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$摸鱼儿_SAO0
CCTV-6 电影,http://120.76.248.139/live/bfgd/4200000065.m3u8$晨瑞_公众号【晨瑞黑科】直播源
CCTV-6 电影,http://59.44.102.18:8888/newlive/live/hls/8/live.m3u8$饭太硬_TV
CCTV-6 电影,http://58.51.111.46:1111/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0$晨瑞_公众号【晨瑞黑科】直播源
CCTV-6 电影,http://111.9.163.109:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$饭太硬_TV
CCTV-6 电影,http://42.48.17.204:808/hls/7/index.m3u8$饭太硬_TV
CCTV-6 电影,http://202.100.46.58:9901/tsfile/live/1005_1.m3u8$摸鱼儿_SAO0
CCTV-6 电影,http://121.24.99.83:8090/hls/14/index.m3u8$饭太硬_TV
CCTV-7 国防军事,http://222.134.245.16:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$摸鱼儿_SAO0
CCTV-7 国防军事,http://120.76.248.139/live/bfgd/4200000127.m3u8$晨瑞_公众号【晨瑞黑科】直播源
CCTV-7 国防军事,http://112.123.206.32:808/hls/7/index.m3u8$饭太硬_TV
CCTV-7 国防军事,http://219.147.200.9:18080/newlive/live/hls/8/live.m3u8$饭太硬_TV
CCTV-7 国防军事,http://42.48.17.204:808/hls/8/index.m3u8$饭太硬_TV
CCTV-7 国防军事,https://stream1.freetv.fun/055dde25f4bef24b625b17b692211711fe273e0d26694f594d3035191bfe03ff.m3u8$饭太硬_TV
CCTV-7 国防军事,http://111.61.236.247:9081/hls/7/index.m3u8$饭太硬_TV
CCTV-7 国防军事,http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010215/$晨瑞_公众号【晨瑞黑科】直播源
CCTV-7 国防军事,https://epg.pw/stream/9a487275fc5fddc5c7aa61789125fb6f94050a14b58d7acb8a5883ed22fb676e.m3u8$饭太硬_TV
CCTV-7 国防军事,http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010215/$晨瑞_公众号【晨瑞黑科】直播源
CCTV-8 电视剧,http://223.151.49.74:59901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$俊佬线路_直播
CCTV-8 电视剧,http://219.147.200.9:18080/newlive/live/hls/9/live.m3u8$饭太硬_TV
CCTV-8 电视剧,http://120.76.248.139/live/bfgd/4200000066.m3u8$晨瑞_公众号【晨瑞黑科】直播源
CCTV-8 电视剧,http://58.19.38.162:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0$晨瑞_公众号【晨瑞黑科】直播源
CCTV-8 电视剧,http://58.51.111.46:1111/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0$晨瑞_公众号【晨瑞黑科】直播源
CCTV-8 电视剧,http://42.48.17.204:808/hls/9/index.m3u8$饭太硬_TV
CCTV-8 电视剧,http://111.9.163.109:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$饭太硬_TV
CCTV-8 电视剧,http://113.57.93.165:9900/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$晨瑞_公众号【晨瑞黑科】直播源
CCTV-8 电视剧,http://218.3.138.25:1111/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0$摸鱼儿_SAO0
CCTV-8 电视剧,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010216/$晨瑞_公众号【晨瑞黑科】直播源
CCTV-9 纪录,http://61.138.128.226:19901/tsfile/live/0009_2.m3u8?key=txiptv$晨瑞_公众号【晨瑞黑科】直播源
CCTV-9 纪录,http://58.19.38.162:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0$晨瑞_公众号【晨瑞黑科】直播源
CCTV-9 纪录,http://120.76.248.139/live/bfgd/4200000128.m3u8$晨瑞_公众号【晨瑞黑科】直播源
CCTV-9 纪录,http://42.48.17.204:808/hls/10/index.m3u8$饭太硬_TV
CCTV-9 纪录,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010217/1.m3u8?$饭太硬_TV
CCTV-9 纪录,http://58.51.111.46:1111/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0$晨瑞_公众号【晨瑞黑科】直播源
CCTV-9 纪录,http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010217/$晨瑞_公众号【晨瑞黑科】直播源
CCTV-9 纪录,https://epg.pw/stream/b47a3cc12c2fb1146037bcd9efbf20a23f18dc1815060ccba28410c95abe38d9.m3u8$晨瑞_公众号【晨瑞黑科】直播源
CCTV-9 纪录,http://59.44.102.18:8888/newlive/live/hls/11/live.m3u8$饭太硬_TV
CCTV-9 纪录,http://202.100.46.58:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0$摸鱼儿_SAO0
CCTV-10 科教,http://222.134.245.16:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$俊佬线路_直播
CCTV-10 科教,http://58.19.38.162:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0$晨瑞_公众号【晨瑞黑科】直播源
CCTV-10 科教,http://120.76.248.139/live/bfgd/4200000129.m3u8$晨瑞_公众号【晨瑞黑科】直播源
CCTV-10 科教,http://58.51.111.46:1111/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0$晨瑞_公众号【晨瑞黑科】直播源
CCTV-10 科教,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010203/$晨瑞_公众号【晨瑞黑科】直播源
CCTV-10 科教,http://42.48.17.204:808/hls/11/index.m3u8$饭太硬_TV
CCTV-10 科教,http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010203/$晨瑞_公众号【晨瑞黑科】直播源
CCTV-10 科教,http://202.100.46.58:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0$摸鱼儿_SAO0
CCTV-10 科教,http://121.24.99.57:8090/hls/18/index.m3u8$饭太硬_TV
CCTV-10 科教,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000004000012827/$晨瑞_公众号【晨瑞黑科】直播源
CCTV-11 戏曲,http://123.166.61.70:8003/hls/43/index.m3u8$俊佬线路_直播
CCTV-11 戏曲,http://222.134.245.16:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$俊佬线路_直播
CCTV-11 戏曲,http://58.19.38.162:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0$晨瑞_公众号【晨瑞黑科】直播源
CCTV-11 戏曲,http://120.76.248.139/live/bfgd/4200000130.m3u8$晨瑞_公众号【晨瑞黑科】直播源
CCTV-11 戏曲,https://stream1.freetv.fun/c582369f1cbc0a3d932f6f6b04fbdee2da4f94b2f00d0ae29d3cd8e950dd1a34.m3u8$饭太硬_TV
CCTV-11 戏曲,http://42.48.17.204:808/hls/12/index.m3u8$饭太硬_TV
CCTV-11 戏曲,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031106/$晨瑞_公众号【晨瑞黑科】直播源
CCTV-11 戏曲,http://121.24.99.83:8090/hls/19/index.m3u8$饭太硬_TV
CCTV-11 戏曲,http://61.138.128.226:19901/tsfile/live/0011_2.m3u8?key=txiptv$晨瑞_公众号【晨瑞黑科】直播源
CCTV-11 戏曲,http://121.24.99.131:8090/hls/19/index.m3u8$饭太硬_TV
CCTV-12 社会与法,http://58.19.38.162:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0$晨瑞_公众号【晨瑞黑科】直播源
CCTV-12 社会与法,http://120.76.248.139/live/bfgd/4200000131.m3u8$晨瑞_公众号【晨瑞黑科】直播源
CCTV-12 社会与法,http://222.134.245.16:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$俊佬线路_直播
CCTV-12 社会与法,http://58.51.111.46:1111/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0$晨瑞_公众号【晨瑞黑科】直播源
CCTV-12 社会与法,https://epg.pw/stream/c99788db623352c3037b4420e8be2def471002262ad20a2699a96248a6f3835b.m3u8$晨瑞_公众号【晨瑞黑科】直播源
CCTV-12 社会与法,https://epg.pw/stream/b6322d2366419f8dc6b9c22f706707832b478b77a483eee013670df2ab6d396e.m3u8$晨瑞_公众号【晨瑞黑科】直播源
CCTV-12 社会与法,http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010205/$晨瑞_公众号【晨瑞黑科】直播源
CCTV-12 社会与法,http://42.48.17.204:808/hls/13/index.m3u8$饭太硬_TV
CCTV-12 社会与法,http://121.24.99.83:8090/hls/20/index.m3u8$饭太硬_TV
CCTV-12 社会与法,http://121.24.99.131:8090/hls/20/index.m3u8$饭太硬_TV
CCTV-13 新闻,http://58.19.38.162:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0$晨瑞_公众号【晨瑞黑科】直播源
CCTV-13 新闻,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010093/1.m3u8$饭太硬_TV
CCTV-13 新闻,http://120.76.248.139/live/bfgd/4200000067.m3u8$晨瑞_公众号【晨瑞黑科】直播源
CCTV-13 新闻,http://yuntv.chinayungu.cn:8005/live/cctv13hd5hxc/index.m3u8$晨瑞_公众号【晨瑞黑科】直播源
CCTV-13 新闻,http://112.123.206.32:808/hls/13/index.m3u8$饭太硬_TV
CCTV-13 新闻,http://42.48.17.204:808/hls/14/index.m3u8$饭太硬_TV
CCTV-13 新闻,http://58.51.111.46:1111/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0$晨瑞_公众号【晨瑞黑科】直播源
CCTV-13 新闻,https://epg.pw/stream/35b1968ac8f696e98cdd72b2e403b67f7bae0ae393ee693f278a245625e4ce9f.m3u8$晨瑞_公众号【晨瑞黑科】直播源
CCTV-13 新闻,https://epg.pw/stream/f629fae6f89c08c116b32cf491f47d33f94b5b5df4f65602efa060a66a8f27bf.m3u8$晨瑞_公众号【晨瑞黑科】直播源
CCTV-13 新闻,http://218.3.138.25:1111/tsfile/live/1012_1.m3u8$晨瑞_公众号【晨瑞黑科】直播源
CCTV-14 少儿,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010207/$晨瑞_公众号【晨瑞黑科】直播源
CCTV-14 少儿,http://120.76.248.139/live/bfgd/4200000132.m3u8$晨瑞_公众号【晨瑞黑科】直播源
CCTV-14 少儿,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010207/index.m3u8$饭太硬_TV
CCTV-14 少儿,http://219.147.200.9:18080/newlive/live/hls/15/live.m3u8$饭太硬_TV
CCTV-14 少儿,http://58.51.111.46:1111/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0$晨瑞_公众号【晨瑞黑科】直播源
CCTV-14 少儿,https://epg.pw/stream/aa2dd2bceb8f1a2b34aacb4349b88e09153349fb5699ae85c7ed94daaaa357c4.m3u8$晨瑞_公众号【晨瑞黑科】直播源
CCTV-14 少儿,https://epg.pw/stream/539956ff2a33c1db4e987b4eaf557518677475c601fa92c0573c6bd0c5cefd09.m3u8$晨瑞_公众号【晨瑞黑科】直播源
CCTV-14 少儿,https://epg.pw/stream/5d7dfa5ebfe90c78b537cdc5dd77be50a3ed19ffe163aa50de5f4d79dd2ab3db.m3u8$晨瑞_公众号【晨瑞黑科】直播源
CCTV-14 少儿,https://epg.pw/stream/b64b2a518a4639f46d8b82c7f2afa1bfa91e95eb64659a4f75d421357f20a18b.m3u8$晨瑞_公众号【晨瑞黑科】直播源
CCTV-14 少儿,http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010207/$晨瑞_公众号【晨瑞黑科】直播源
CCTV-15 音乐,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010094/index.m3u8$饭太硬_TV
CCTV-15 音乐,http://123.166.61.70:8003/hls/44/index.m3u8$俊佬线路_直播
CCTV-15 音乐,http://120.76.248.139/live/bfgd/4200000133.m3u8$晨瑞_公众号【晨瑞黑科】直播源
CCTV-15 音乐,http://219.147.200.9:18080/newlive/live/hls/16/live.m3u8$饭太硬_TV
CCTV-15 音乐,https://epg.pw/stream/b17180549193f12c2104b05f75c124ca1702e96917aba74a23c8ac88fd7ea0df.m3u8$晨瑞_公众号【晨瑞黑科】直播源
CCTV-15 音乐,https://epg.pw/stream/b2b98617f94df23cf609a6968e6f1b88fa99e9a76c19688a3efeb4dfbd4234d9.m3u8$晨瑞_公众号【晨瑞黑科】直播源
CCTV-15 音乐,http://58.51.111.46:1111/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0$晨瑞_公众号【晨瑞黑科】直播源
CCTV-15 音乐,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010094/1.m3u8?$饭太硬_TV
CCTV-15 音乐,https://stream1.freetv.fun/658ddc6e789ce16786ad546cf9f8be98fe107f282b045ab77998da6caf499a0d.m3u8$饭太硬_TV
CCTV-15 音乐,https://epg.pw/stream/ecd4b5aa3960959c33cfdf65566e3bc1130992aefe7227dbfae0ca8f9afe055a.m3u8$晨瑞_公众号【晨瑞黑科】直播源
CCTV-16 奥林匹克,http://123.166.61.70:8003/hls/16/index.m3u8$俊佬线路_直播
CCTV-16 奥林匹克,http://116.233.34.25:7777/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0$摸鱼儿_SAO0
CCTV-16 奥林匹克,http://yuntv.chinayungu.cn:8005/live/cctv16hd5hxc/index.m3u8$晨瑞_公众号【晨瑞黑科】直播源
CCTV-16 奥林匹克,http://59.44.102.18:8888/newlive/live/hls/18/live.m3u8$饭太硬_TV
CCTV-16 奥林匹克,https://epg.pw/stream/4d5449c8fe787897c9d3d28c3eb9fc309c7a012ca19f3cc97a579dad2c51d8f9.m3u8$晨瑞_公众号【晨瑞黑科】直播源
CCTV-16 奥林匹克,http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010142/$晨瑞_公众号【晨瑞黑科】直播源
CCTV-16 奥林匹克,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000006000233001/1.m3u8$饭太硬_TV
CCTV-16 奥林匹克,http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010142/$晨瑞_公众号【晨瑞黑科】直播源
CCTV-16 奥林匹克,http://202.100.46.58:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0$摸鱼儿_SAO0
CCTV-16 奥林匹克,https://epg.pw/stream/3d549f839d8441032ab1a90e8897e7384687d7b39cced4f60ea3e14e436868e9.m3u8$晨瑞_公众号【晨瑞黑科】直播源
CCTV-17 农业农村,http://222.134.245.16:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0$摸鱼儿_SAO0
CCTV-17 农业农村,http://120.76.248.139/live/bfgd/4200000204.m3u8$晨瑞_公众号【晨瑞黑科】直播源
CCTV-17 农业农村,https://stream1.freetv.fun/449874b3e1a98f0960a43b24a6c3625aa31c794fb9efcddc8c782a9566e84553.m3u8$饭太硬_TV
CCTV-17 农业农村,http://223.151.51.74:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$饭太硬_TV
CCTV-17 农业农村,http://117.161.12.124/live/program/live/cctv17hd8m/8000000/mnf.m3u8$饭太硬_TV
CCTV-17 农业农村,http://61.157.139.15:9901/tsfile/live/2386_1.m3u8?key=txiptv&playlive=1&authid=0$摸鱼儿_SAO0
CCTV-17 农业农村,https://epg.pw/stream/aeea73d4260cfc500cbdc518186e56f90037a5113f99e5fb541ba310bb2e7caf.m3u8$晨瑞_公众号【晨瑞黑科】直播源
CCTV-17 农业农村,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010210/1.m3u8$饭太硬_TV
CCTV-17 农业农村,https://epg.pw/stream/2dcb0915f9efa1a9d6895edafb8e144553f45f7115399abb19adac5c062ea1c3.m3u8$晨瑞_公众号【晨瑞黑科】直播源
CCTV-17 农业农村,https://epg.pw/stream/4160a9b21b0715860c7326056838e13d6811ca51159391f2739ed43be05a53f2.m3u8$晨瑞_公众号【晨瑞黑科】直播源
怀旧剧场,http://42.48.17.204:808/hls/112/index.m3u8$饭太硬_TV
文化精品,http://42.48.17.204:808/hls/107/index.m3u8$饭太硬_TV
央视台球,http://42.48.17.204:808/hls/108/index.m3u8$饭太硬_TV
CHC影迷电影,https://pi.0472.org/chc/ym.m3u8$饭太硬_TV
CHC动作电影,http://218.76.32.193:9901/tsfile/live/1020_1.m3u8$饭太硬_TV
CHC动作电影,https://pi.0472.org/chc/dz.m3u8$饭太硬_TV
CHC动作电影,http://61.162.52.6:8088/newlive/live/hls/61/live.m3u8$饭太硬_TV
CHC动作电影,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000004000018653/1.m3u8$饭太硬_TV
CHC动作电影,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010003/1.m3u8$饭太硬_TV
CHC动作电影,http://124.94.193.136:9902/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0$饭太硬_TV
CHC动作电影,http://59.44.102.18:8888/newlive/live/hls/57/live.m3u8$饭太硬_TV
CHC动作电影,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8$饭太硬_TV
CHC动作电影,http://110.53.52.63:8888/newlive/live/hls/53/live.m3u8$饭太硬_TV
CHC动作电影,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8$饭太硬_TV
CHC家庭影院,https://pi.0472.org/chc/jt.m3u8$饭太硬_TV
CHC家庭影院,http://218.76.32.193:9901/tsfile/live/1018_1.m3u8$饭太硬_TV
CHC家庭影院,http://61.162.52.6:8088/newlive/live/hls/60/live.m3u8$饭太硬_TV
CHC家庭影院,http://59.44.102.18:8888/newlive/live/hls/59/live.m3u8$饭太硬_TV
CHC家庭影院,http://110.53.52.63:8888/newlive/live/hls/51/live.m3u8$饭太硬_TV
CGTN俄语,https://0472.org/hls/cgtne.m3u8$欧歌_app
CGTN法语,https://0472.org/hls/cgtnf.m3u8$欧歌_app
CGTN法语,https://francais-livews.cgtn.com/hls/LSvev95OuFZtKLc6CeKEFYXj220802LSTeV6PO0Ut9r71Uq3k5goCA220802cd/playlist.m3u8$欧歌_ipv4v6
CGTN西语,https://0472.org/hls/cgtnx.m3u8$欧歌_app
CGTN阿语,https://0472.org/hls/cgtna.m3u8$欧歌_app

// 更新于：2024-09-09 22:14:20
卫视频道,#genre#
北京卫视,https://epg.pw/stream/980982be3e065112b06535546c9fc50b0202b5244ba24d3c9dae2c8013b33fc3.m3u8$王小二_综合1
北京卫视,https://pi.0472.org/live/bjws.m3u8?token=162210$饭太硬_TV
北京卫视,https://epg.pw/stream/527599ab2491e902c2d6c7fbf1f743020737e612bfa3b5b25cba3a91eb9af0c9.m3u8$王小二_综合1
北京卫视,https://live-hls-web-ajb.getaj.net/AJB/01.m3u8$饭太硬_TV
北京卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8$欧歌_ipv4v6
北京卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010143/index.m3u8$欧歌_ipv4v6
北京卫视,http://58.51.111.46:1111/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0$晨瑞_公众号【晨瑞黑科】直播源
